author,affiliations
"Name(first='Shreyas', last='Basavatia')",Unknown
"Name(first='Keerthiram', last='Murugesan')",International Business Machines
"Name(first='Shivam', last='Ratnakar')",International Business Machines
"Name(first='Dohyun', last='Lee')",Unknown
"Name(first='Daniel', last='Rim')",Hyundai Motor Group and KAIST
"Name(first='Minseok', last='Choi')",Unknown
"Name(first='Xintong', last='Wang')",Unknown
"Name(first='Jingheng', last='Pan')",Unknown
"Name(first='Dingmin', last='Wang')",Unknown
"Name(first='Jinman', last='Zhao')",Amazon
"Name(first='Hengzhi', last='Pei')",Unknown
"Name(first='Abhinav', last='Anand')",Technische Universität Darmstadt
"Name(first='Shweta', last='Verma')",Technische Universität Darmstadt
"Name(first='Krishna', last='Narasimhan')",Unknown
"Name(first='Mira', last='Mezini')",Technische Universität Darmstadt
"Name(first='Yucheng', last='Zhou')",University of Macau
"Name(first='Qianning', last='Wang')",Unknown
"Name(first='Jianbing', last='Shen')",University of Macau
"Name(first='Xin', last='Cheng')",Peking University
"Name(first='Si-Qing', last='Chen')",Unknown
"Name(first='Gauri', last='Naik')","Indraprastha Institute of Information Technology, Delhi"
"Name(first='Sharad', last='Chandakacherla')",University of Illinois at Chicago
"Name(first='Shweta', last='Yadav')",University of Illinois at Chicago
"Name(first='Michael', last='Blumenstein')",University of Technology Sydney
"Name(first='Jisun', last='An')",Unknown
"Name(first='Haewoon', last='Kwak')",Unknown
"Name(first='Muhammad Arslan', last='Manzoor')",Unknown
"Name(first='Zain Muhammad', last='Mujahid')",Unknown
"Name(first='Husrev Taha', last='Sencar')",Unknown
"Name(first='Rana', last='Salama')",George Washington University
"Name(first='Abdou', last='Youssef')",George Washington University
"Name(first='Jeonghoon', last='Kim')",Unknown
"Name(first='Heesoo', last='Jung')",Unknown
"Name(first='Hyeju', last='Jang')",Indiana University/Purdue University at Indianapolis
"Name(first='Hogun', last='Park')",Sungkyunkwan University
"Name(first='Yuzhao', last='Heng')",Unknown
"Name(first='Yihan', last='Wang')","University of California, Los Angeles"
"Name(first='Zhouxing', last='Shi')","University of California, Los Angeles"
"Name(first='Andrew', last='Bai')","University of California, Los Angeles"
"Name(first='Shiki', last='Sato')","CyberAgent, Inc."
"Name(first='Reina', last='Akama')",Tohoku University and RIKEN
"Name(first='Jun', last='Suzuki')",Tohoku University
"Name(first='Kentaro', last='Ozeki')",The University of Tokyo and Keio University
"Name(first='Risako', last='Ando')",Keio University
"Name(first='Takanobu', last='Morishita')",Unknown
"Name(first='Hirohiko', last='Abe')",Keio University
"Name(first='Koji', last='Mineshima')",Keio University
"Name(first='Mitsuhiro', last='Okada')",Unknown
"Name(first='Sneha', last='Mondal')",Google
"Name(first='Ritika', last='Ritika')",Google
"Name(first='Aravindan', last='Raghuveer')",Google
"Name(first='Dongkyu', last='Lee')",Unknown
"Name(first='Chandana', last='Satya Prakash')",Amazon
"Name(first='Jack', last='FitzGerald')",Amazon
"Name(first='Jens', last='Lehmann')","Amazon, Technische Universität Dresden, University of Bonn and Fraunhofer IAIS"
"Name(first='Jisu', last='Shin')",Korea Advanced Institute of Science & Technology and Korea Advanced Institute of Science & Technology
"Name(first='Hoyun', last='Song')",Korea Advanced Institute of Science & Technology
"Name(first='Huije', last='Lee')",Korea Advanced Institute of Science & Technology
"Name(first='Soyeong', last='Jeong')",Korea Advanced Institute of Science & Technology
"Name(first='Jong', last='Park')",Korea Advanced Institute of Science and Technology
"Name(first='Yuwei', last='Xia')",Unknown
"Name(first='Xiao-Yu', last='Zhang')","Institute of Information Engineering, Chinese Academy of Sciences"
"Name(first='Jaehoon', last='Kim')",Hanyang University
"Name(first='Seungwan', last='Jin')",Unknown
"Name(first='Sohyun', last='Park')",Unknown
"Name(first='Someen', last='Park')",Unknown
"Name(first='Kyungsik', last='Han')",Hanyang University
"Name(first='Jiuxiang', last='Gu')",Adobe Systems
"Name(first='Qiushi', last='Huang')",Unknown
"Name(first='Xubo', last='Liu')",Stability AI
"Name(first='Bo', last='Wu')",MIT-IBM Watson AI Lab
"Name(first='Wenwu', last='Wang')",University of Surrey
"Name(first='Lilian', last='Tang')",University of Surrey
"Name(first='Rima', last='Hazra')",Singapore University of Technology and Design
"Name(first='Sayan', last='Layek')",Unknown
"Name(first='Somnath', last='Banerjee')",IIT Kharagpur
"Name(first='Honglin', last='Lin')",Unknown
"Name(first='Siyu', last='Li')",Unknown
"Name(first='Guoshun', last='Nan')",Beijing University of Posts and Telecommunications
"Name(first='Chaoyue', last='Tang')",Unknown
"Name(first='Xueting', last='Wang')",Unknown
"Name(first='Jingxin', last='Xu')",Beijing University of Posts and Telecommunications
"Name(first='Rong', last='Yankai')",Unknown
"Name(first='Zhouzhili', last='Zhouzhili')",Guangzhou University
"Name(first='Yutong', last='Gao')","Beijing jiaotong univercity, National Taipei University of Technology, Northeastern University and Minzu University of China"
"Name(first='Qimei', last='Cui')",Beijing University of Posts and Telecommunications
"Name(first='Xiaofeng', last='Tao')",Unknown
"Name(first='Vernon', last='Toh')",Unknown
"Name(first='Deepanway', last='Ghosal')",Google DeepMind
"Name(first='Jaehong', last='Kim')",Unknown
"Name(first='Chaeyoon', last='Jeong')",Unknown
"Name(first='Seongchan', last='Park')",Unknown
"Name(first='Meeyoung', last='Cha')",Korea Advanced Institute of Science & Technology
"Name(first='Wonjae', last='Lee')",Korea Advanced Institute of Science and Technology
"Name(first='Yubo', last='Dong')",Unknown
"Name(first='Xukun', last='Zhu')",Tongji University
"Name(first='Zhengzhe', last='Pan')",Unknown
"Name(first='Linchao', last='Zhu')",Zhejiang University
"Name(first='Peijie', last='Huang')",South China Agricultural University
"Name(first='Xisheng', last='Xiao')",South China Agricultural University
"Name(first='Yuhong', last='Xu')",South China Agricultural University
"Name(first='Jiawei', last='Chen')",Unknown
"Name(first='Muhammad', last='Qorib')",Unknown
"Name(first='Xihang', last='Yue')",Zhejiang University
"Name(first='Shiao', last='Meng')",Tsinghua University
"Name(first='Fukun', last='Ma')",Tsinghua University
"Name(first='Yawen', last='Yang')",Tsinghua University
"Name(first='Meng', last='Zhang')",Unknown
"Name(first='Chenfei', last='Xie')",University of Science and Technology of China
"Name(first='Jaehee', last='Ryu')",Unknown
"Name(first='Seonhee', last='Cho')",Korea Advanced Institute of Science & Technology
"Name(first='Yihe', last='Wang')",Unknown
"Name(first='Jin', last='Liu')",Wuhan University
"Name(first='Zifeng', last='Liu')",Unknown
"Name(first='Weipeng', last='Chen')",Unknown
"Name(first='Yuze', last='Zhao')",University of Science and Technology of China
"Name(first='Zhenya', last='Huang')",University of Science and Technology of China
"Name(first='Yixiao', last='Ma')",University of Science and Technology of China
"Name(first='Rui', last='Li')",Unknown
"Name(first='Hao', last='Jiang')",University of Science and Technology of China
"Name(first='Linbo', last='Zhu')",Unknown
"Name(first='Honglin', last='Mu')",Harbin Institute Of Technology
"Name(first='Xinghao', last='Wang')",Unknown
"Name(first='Zhongyang', last='Li')",Unknown
"Name(first='Mohamed', last='Elgaar')","University of Massachusetts, Lowell"
"Name(first='Jiali', last='Cheng')",University of Massachusetts at Lowell
"Name(first='Nidhi', last='Vakil')","University of Massachusetts, Lowell"
"Name(first='Hadi', last='Amiri')",University of Massachusetts Lowell
"Name(first='Leo Anthony', last='Celi')",Massachusetts Institute of Technology and Beth Israel Deaconess Medical Center
"Name(first='Abhay', last='Jain')",Unknown
"Name(first='Peng', last='Xia')",Unknown
"Name(first='Di', last='Xu')",Unknown
"Name(first='Ming', last='Hu')",Unknown
"Name(first='Lie', last='Ju')",Unknown
"Name(first='Zongyuan', last='Ge')",Monash University
"Name(first='Wenliang', last='Dai')",NVIDIA
"Name(first='Vincent', last='Quantmeyer')",Unknown
"Name(first='Pablo', last='Mosteiro')",Utrecht University
"Name(first='Albert', last='Gatt')",Utrecht University
"Name(first='Malvina', last='Nikandrou')",Heriot-Watt University
"Name(first='Georgios', last='Pantazopoulos')",Unknown
"Name(first='Ioannis', last='Konstas')",Heriot-Watt University
"Name(first='Ayu', last='Teramen')",Unknown
"Name(first='Takumi', last='Ohtsuka')",Ehime University
"Name(first='Risa', last='Kondo')",Unknown
"Name(first='Tomoyuki', last='Kajiwara')",Ehime University
"Name(first='Takashi', last='Ninomiya')",Ehime University
"Name(first='Yan', last='Wang')",Unknown
"Name(first='Yawen', last='Zeng')",ByteDance Inc.
"Name(first='Jingsheng', last='Zheng')",Unknown
"Name(first='Xiaofen', last='Xing')",South China University of Technology
"Name(first='Xiangmin', last='Xu')",South China University of Technology
"Name(first='Philipp J.', last='Rösch')",Bundeswehr University Munich
"Name(first='Norbert', last='Oswald')",Unknown
"Name(first='Michaela', last='Geierhos')",Universität der Bundeswehr München
"Name(first='Shiyu', last='Xia')",Unknown
"Name(first='Junyu', last='Xiong')",Unknown
"Name(first='Haoyu', last='Dong')",Unknown
"Name(first='Jianbo', last='Zhao')",Unknown
"Name(first='Yuzhang', last='Tian')",Unknown
"Name(first='Mengyu', last='Zhou')",Microsoft Research
"Name(first='Yeye', last='He')",Microsoft
"Name(first='Shi', last='Han')",Microsoft Research Asia
"Name(first='Shuhei', last='Kurita')",National Institute of Informatics and New York University
"Name(first='Daisuke', last='Kawahara')",Waseda University
"Name(first='Zhanghao', last='Hu')",Unknown
"Name(first='Max', last='Reinhardt')",Unknown
"Name(first='Wanrong', last='Zhu')",Unknown
"Name(first='Ruiyi', last='Zhang')",Adobe Systems
"Name(first='Jennifer', last='Healey')",Adobe Systems
"Name(first='Norawit', last='Urailertprasert')",Vidyasirimedhi Institute of Science and Technology
"Name(first='Supasorn', last='Suwajanakorn')",Vidyasirimedhi Institute of Science and Technology
"Name(first='Philipp', last='Bielefeld')",Hasso Plattner Institute
"Name(first='Jasmin', last='Geppert')",Universität Potsdam
"Name(first='Necdet', last='Güven')",Hasso Plattner Institute
"Name(first='Melna', last='John')",Unknown
"Name(first='Adrian', last='Ziupka')",Hasso Plattner Institute
"Name(first='Lucie-Aimée', last='Kaffee')",Hugging Face
"Name(first='Russa', last='Biswas')",Hasso Plattner Institute
"Name(first='Hadi', last='Wazni')",Unknown
"Name(first='Kin Ian', last='Lo')","University College London, University of London"
"Name(first='Mehrnoosh', last='Sadrzadeh')",University College London
"Name(first='Ali', last='Narin')",Unknown
"Name(first='Samir', last='Abdaljalil')",Texas A&M University - College Station
"Name(first='Mariam', last='ALMutairi')",Unknown
"Name(first='Lulwah', last='AlKulaib')",Unknown
"Name(first='Melike', last='Aktas')",Virginia Polytechnic Institute and State University
"Name(first='Sara', last='Alsalamah')",Virginia Polytechnic Institute and State University
"Name(first='Fatima', last='Haouari')",University of Qatar
"Name(first='Tamer', last='Elsayed')",Qatar University
"Name(first='Reem', last='Suwaileh')",Hamad Bin Khalifa University
"Name(first='Bashar', last='Alhafni')",New York University
"Name(first='Sarah', last='Al-Towaity')",Unknown
"Name(first='Ziyad', last='Fawzy')",New York University
"Name(first='Fatema', last='Nassar')",Unknown
"Name(first='Fadhl', last='Eryani')",Eberhard-Karls-Universität Tübingen
"Name(first='Houda', last='Bouamor')",Carnegie Mellon University
"Name(first='Juan', last='Liberato')",Unknown
"Name(first='Muhamed', last='Khalil')",New York University
"Name(first='Osama', last='Rakan Al Mraikhat')",Unknown
"Name(first='Hadi', last='Hamoud')",Unknown
"Name(first='Fadi A.', last='Zaraket')",Unknown
"Name(first='Sabri', last='Boughorbel')",Qatar Computing Research Institute
"Name(first='Muhammad', last='Al-Barham')",University of Sharjah
"Name(first='Imad', last='Afyouni')",Unknown
"Name(first='Ashraf', last='Elnagar')",Google
"Name(first='Ayad', last='Turky')",University of Sharjah
"Name(first='Ibrahim', last='Hashem')",University of Sharjah
"Name(first='Khadija', last='Ait ElFqih')",Unknown
"Name(first='Johanna', last='Monti')",Unknown
"Name(first='Khai', last='Doan')",Unknown
"Name(first='Salima', last='Mdhaffar')",Université d’Avignon
"Name(first='Haroun', last='Elleuch')",Elyadata
"Name(first='Fethi', last='Bougares')",Elyadata
"Name(first='Yannick', last='Estève')",University of Avignon
"Name(first='Ahmed', last='El-Shangiti')",Unknown
"Name(first='Murtadha', last='Ahmed')",Zhuiyi AI Lab
"Name(first='Saghir', last='Alfasly')",Mayo Clinic
"Name(first='Bo', last='Wen')",Unknown
"Name(first='Jamal', last='Addeen')",Unknown
"Name(first='Mohammed', last='Ahmed')",Northwest Polytechnical University Xi’an and Dalanj University
"Name(first='Yunfeng', last='Liu')",Unknown
"Name(first='Sawsan', last='Alqahtani')",Princess Nourah Bint Abdulrahman University
"Name(first='Hanan', last='Aldarmaki')",Mohamed bin Zayed University of Artificial Intelligence
"Name(first='Noor', last='Abo Mokh')",Indiana University
"Name(first='Daniel', last='Dakota')",Indiana University
"Name(first='Sandra', last='Kübler')",Indiana University; Indiana University at Bloomington
"Name(first='Yasmeen', last='Bassas')",Unknown
"Name(first='Anastasiia', last='Demidova')",Mohamed bin Zayed University of Artificial Intelligence
"Name(first='Hanin', last='Atwany')",Unknown
"Name(first='Nour', last='Rabih')",Unknown
"Name(first='Sanad', last='Sha’ban')",Unknown
"Name(first='Faris', last='Hijazi')",Unknown
"Name(first='Somayah', last='Alharbi')",Thiqah for Business Services
"Name(first='Abdulaziz', last='AlHussein')",Unknown
"Name(first='Harethah', last='Shairah')",King Abdullah University of Science and Technology
"Name(first='Reem', last='Alzahrani')",Unknown
"Name(first='Hebah', last='Alshamlan')",Thiqah
"Name(first='George', last='Turkiyyah')",King Abdullah University of Science and Technology
"Name(first='Omar', last='Knio')",King Abdullah University of Science and Technology
"Name(first='Faris', last='Alasmary')",Unknown
"Name(first='Orjuwan', last='Zaafarani')",Abjad
"Name(first='Ahmad', last='Ghannam')",Samsung
"Name(first='Salam', last='Khalifa')","State University of New York, Stony Brook"
"Name(first='Abdelrahim', last='Qaddoumi')",Unknown
"Name(first='Ellen', last='Broselow')",State University of New York at Stony Brook
"Name(first='Alcides', last='Alcoba Inciarte')",Unknown
"Name(first='Sang Yun', last='Kwon')",University of British Columbia
"Name(first='Md Tawkat Islam', last='Khondaker')",University of British Columbia
"Name(first='Numaan', last='Naeem')",Mohamed bin Zayed University of Artificial Intelligence
"Name(first='Fatimah', last='Khan')",Unknown
"Name(first='Muhammed', last='Saeed')",Unknown
"Name(first='Asim', last='Mohamed')",Unknown
"Name(first='Mukhtar', last='Mohamed')",Unknown
"Name(first='Alaa', last='Aljabari')",Birzeit University
"Name(first='Lina', last='Duaibes')",Unknown
"Name(first='Mustafa', last='Jarrar')",Birzeit University
"Name(first='Mohammed', last='Khalilia')",Qualtrics XM and Birzeit University
"Name(first='May', last='Bashendy')",University of Qatar
"Name(first='Salam', last='Albatarni')",Unknown
"Name(first='Sohaila', last='Eltanbouly')",University of Qatar
"Name(first='Eman', last='Zahran')",Unknown
"Name(first='Hamdo', last='Elhuseyin')",Bingol University
"Name(first='Walid', last='Massoud')",Unknown
"Name(first='Zeyd', last='Ferhat')",Unknown
"Name(first='Abir', last='Betka')",Unknown
"Name(first='Riyadh', last='Barka')",Unknown
"Name(first='Zineddine', last='Kahhoul')",Unknown
"Name(first='Selma', last='Boutiba')",Université de Biskra
"Name(first='Mohamed', last='Tiar')",Unknown
"Name(first='Habiba', last='Dahmani')",Université de M’sila
